posX, posY, posZ, velX, velY, velZ, angVelX, angVelY, angVelZ, accX, accY, accZ, rotX, rotY, rotZ, rotW, angAccX, angAccY, angAccZ
0.48022,1.20788,-0.49503,-0.02610,0.13466,-0.15822,0.49313,0.26947,0.21930,0.33359,0.47477,-1.19493,0.00136,0.80148,0.04418,0.59639,0.29744,2.16825,-3.71471
0.47957,1.21085,-0.49716,-0.02416,0.14114,-0.16876,0.52197,0.31025,0.20151,0.21185,0.63590,-1.31486,0.00327,0.80313,0.04822,0.59384,1.80294,3.23693,-2.79382
0.47906,1.21400,-0.50061,-0.02328,0.15443,-0.19305,0.56602,0.39256,0.19103,-0.00802,0.82152,-1.53167,0.00557,0.80564,0.05283,0.59002,2.11839,4.22215,-0.61280
0.47864,1.21692,-0.50463,-0.02438,0.16746,-0.21516,0.59627,0.47410,0.19016,-0.08677,1.07002,-1.64765,0.00763,0.80840,0.05747,0.58578,2.60503,5.74402,-0.09976
0.47815,1.22018,-0.50904,-0.02619,0.18315,-0.23882,0.58233,0.52699,0.20186,-0.11823,1.32354,-1.63363,0.00876,0.81104,0.06147,0.58169,0.24351,5.01832,0.84128
0.47768,1.22392,-0.51380,-0.02761,0.20363,-0.26268,0.58071,0.56063,0.20725,-0.08894,1.64131,-1.79516,0.01009,0.81350,0.06557,0.57777,-1.22170,1.95022,0.59195
0.47723,1.22833,-0.51901,-0.02832,0.23078,-0.28860,0.58193,0.56958,0.19775,-0.09334,2.26821,-1.87866,0.01177,0.81566,0.06952,0.57422,0.67575,1.97268,-0.21993
0.47666,1.23389,-0.52498,-0.03122,0.27161,-0.32205,0.58798,0.53977,0.20507,-0.29202,2.92197,-2.43108,0.01311,0.81714,0.07379,0.57155,-0.68291,-2.56044,-0.06692
0.47579,1.24023,-0.53149,-0.03924,0.31737,-0.35734,0.73001,0.65625,0.23662,-0.61652,3.56711,-2.97560,0.01634,0.82052,0.08160,0.56552,7.03538,4.77023,1.67125
0.47455,1.24748,-0.53870,-0.05179,0.36769,-0.39594,0.94308,0.81743,0.12252,-1.01285,4.00360,-3.23321,0.02459,0.82476,0.08975,0.55778,16.25604,12.98495,-2.48083
0.47275,1.25705,-0.54675,-0.07111,0.44754,-0.44050,1.20716,1.06416,0.41971,-1.64625,4.87023,-2.44003,0.02575,0.83058,0.10644,0.54603,17.96560,17.94714,26.93785
0.47078,1.26677,-0.55454,-0.08905,0.51057,-0.46955,1.38646,1.16068,0.50774,-1.64352,5.65007,-2.17695,0.02976,0.83470,0.12026,0.53659,15.41681,9.65518,5.87631
0.46807,1.27843,-0.56276,-0.11526,0.59125,-0.49836,1.60449,1.20454,0.64370,-2.15066,5.91403,-2.03461,0.03330,0.83783,0.13718,0.52737,14.74296,3.04884,9.13545
0.46424,1.29235,-0.57117,-0.15427,0.69042,-0.52745,2.00272,1.35751,0.79082,-2.82296,6.46337,-2.06896,0.03968,0.84140,0.15990,0.51470,23.01339,7.52243,8.20461
0.45978,1.30671,-0.57933,-0.19383,0.76983,-0.54890,2.38239,1.55951,0.92128,-3.69209,6.78393,-1.99259,0.04711,0.84522,0.18468,0.49928,31.14759,15.21470,9.54381
0.45414,1.32250,-0.58777,-0.24262,0.85262,-0.56927,2.73721,1.77336,1.05988,-4.56689,7.08944,-1.61830,0.05492,0.84878,0.21179,0.48134,30.80176,18.61776,10.46223
0.44528,1.34167,-0.59691,-0.33756,0.97629,-0.59527,3.13769,2.02333,1.36463,-5.88484,6.67375,-1.10439,0.06027,0.85179,0.24442,0.45943,23.33009,13.32397,16.38154
0.43671,1.36001,-0.60583,-0.40517,1.05845,-0.60980,3.25864,2.13932,1.62007,-5.41182,7.25601,-1.14676,0.06193,0.85380,0.27276,0.43909,20.09478,7.01582,17.71961
0.42719,1.37928,-0.61503,-0.47084,1.13403,-0.62515,3.20690,2.21284,1.79752,-5.78477,5.64818,-1.12564,0.06154,0.85587,0.29722,0.41877,0.54758,5.51236,21.99723
0.41552,1.39996,-0.62461,-0.55916,1.21747,-0.64164,3.06864,2.27911,1.97517,-5.62341,4.69503,-0.86527,0.05881,0.85810,0.31946,0.39769,-6.45339,0.99151,13.01196
0.40350,1.42021,-0.63400,-0.63473,1.27568,-0.65076,2.89172,2.31051,2.06964,-5.39970,3.66870,-0.33191,0.05614,0.86000,0.33913,0.37715,-10.91985,0.21346,10.29386
0.39119,1.44020,-0.64305,-0.69571,1.31462,-0.65129,2.73537,2.32039,2.11259,-5.05424,2.81752,0.16414,0.05376,0.86133,0.35753,0.35693,-12.67714,-2.41519,6.70359
0.37746,1.46040,-0.65179,-0.77035,1.35197,-0.64270,2.57451,2.38027,2.10989,-4.54660,1.82684,0.74766,0.05220,0.86300,0.37407,0.33552,-10.50761,0.81893,2.83145
0.36351,1.48006,-0.65994,-0.83615,1.37436,-0.62255,2.46805,2.48704,2.06299,-4.05863,0.91905,1.81119,0.05261,0.86445,0.39018,0.31261,-8.20781,7.47264,-0.34344
0.35034,1.49930,-0.66795,-0.86649,1.37958,-0.60803,2.38537,2.48888,2.01357,-3.86996,0.37334,2.20146,0.05268,0.86453,0.40589,0.29166,-7.80683,4.59774,-2.18218
0.33431,1.51800,-0.67343,-0.93858,1.37597,-0.55881,2.22804,2.48852,1.88273,-3.58824,-0.65590,2.68344,0.05405,0.86511,0.41803,0.27189,-9.76898,-1.51216,-5.31707
0.31934,1.53614,-0.67887,-0.97740,1.36415,-0.52022,2.19147,2.53859,1.80918,-3.16694,-1.17431,3.48626,0.05617,0.86454,0.43230,0.25005,-4.97046,5.23089,-4.30716
0.30350,1.55324,-0.68254,-1.02283,1.33714,-0.45906,2.13104,2.52840,1.69113,-2.76912,-2.05908,4.24232,0.05906,0.86342,0.44511,0.23000,-4.79482,0.97898,-6.91843
0.28735,1.57008,-0.68529,-1.05775,1.30602,-0.39610,2.11718,2.46812,1.57811,-2.39212,-2.33073,4.80567,0.06211,0.86101,0.45836,0.21143,-3.31226,-3.40066,-8.04370
0.27105,1.58643,-0.68725,-1.08618,1.27437,-0.33573,2.15252,2.43762,1.50926,-2.38405,-2.88178,5.14058,0.06527,0.85760,0.47258,0.19216,0.58511,-2.61683,-7.86691
0.25408,1.60121,-0.68690,-1.11921,1.22309,-0.24946,2.25007,2.42385,1.44876,-1.73191,-3.41412,5.53754,0.06921,0.85274,0.48815,0.17251,5.60421,0.20906,-4.99284
0.23733,1.61536,-0.68605,-1.13959,1.17114,-0.17352,2.29289,2.36920,1.38348,-1.14838,-4.12495,5.49108,0.07275,0.84748,0.50275,0.15405,3.84955,-1.50744,-5.20610
0.22098,1.62877,-0.68488,-1.14843,1.12075,-0.11176,2.29909,2.30857,1.30032,-0.35648,-4.45614,4.92461,0.07662,0.84198,0.51626,0.13665,0.80219,-5.03684,-6.59733
0.20529,1.64023,-0.68232,-1.14373,1.04909,-0.04013,2.26779,2.28480,1.14942,0.90083,-4.58302,4.08553,0.08267,0.83655,0.52818,0.11993,-2.82101,-0.57871,-9.01789
0.19085,1.65122,-0.68020,-1.12159,0.98885,0.01247,2.21299,2.36980,0.94869,1.86876,-4.28124,3.39392,0.09191,0.83143,0.53839,0.10206,-5.95406,3.33859,-12.51664
0.17691,1.66194,-0.67795,-1.09527,0.93816,0.05327,2.18052,2.53324,0.78425,2.34170,-4.15225,3.46514,0.10306,0.82594,0.54819,0.08179,-5.78158,14.65620,-12.01140
0.16375,1.67155,-0.67457,-1.06145,0.88053,0.10141,2.13297,2.64509,0.60397,2.51843,-4.17793,3.71123,0.11539,0.82010,0.55695,0.06261,-5.31088,12.25081,-10.49608
0.15120,1.67991,-0.67011,-1.02436,0.81396,0.15656,2.01751,2.58126,0.41334,2.37278,-4.24285,3.64982,0.12645,0.81457,0.56406,0.04806,-7.12390,0.39755,-11.09558
0.13862,1.68794,-0.66564,-0.99570,0.75661,0.19890,1.76816,2.25419,0.24693,2.06274,-4.08529,2.96504,0.13330,0.81087,0.56837,0.04097,-16.89417,-18.77272,-11.71127
0.12639,1.69540,-0.66078,-0.96755,0.70293,0.23680,1.54502,2.04208,0.12795,1.82311,-3.54478,2.37263,0.14029,0.80773,0.57165,0.03336,-19.72078,-20.80837,-9.78889
0.11469,1.70215,-0.65556,-0.93747,0.65019,0.27283,1.43724,2.01678,0.08140,2.43202,-3.79083,2.56606,0.14849,0.80370,0.57581,0.02157,-9.27361,-2.33264,-2.79987
0.10360,1.70857,-0.65016,-0.90417,0.60498,0.30232,1.36412,1.98630,-0.00819,3.06141,-3.85628,2.42472,0.15782,0.79913,0.57997,0.01090,-7.02266,-1.54420,-4.72328
0.09368,1.71358,-0.64551,-0.85579,0.54593,0.33230,1.26930,1.95224,-0.16855,3.18286,-3.76912,1.63446,0.16900,0.79467,0.58304,0.00229,-7.22639,-2.68691,-9.51247
0.08388,1.71813,-0.64332,-0.80908,0.48907,0.34755,1.18201,2.01930,-0.28309,3.13963,-3.80424,1.31657,0.18129,0.79024,0.58530,-0.00846,-5.78123,4.30038,-6.87905
0.07394,1.72257,-0.64034,-0.77733,0.44423,0.35653,1.09463,2.00347,-0.35344,3.06888,-4.12118,1.38422,0.19219,0.78603,0.58728,-0.01797,-7.09641,3.49639,-4.42684
0.06538,1.72534,-0.63444,-0.73281,0.38187,0.37519,0.95673,1.88610,-0.46093,2.78148,-3.79646,1.00984,0.20263,0.78264,0.58809,-0.02386,-10.19715,-8.05269,-6.64354
0.05702,1.72786,-0.62826,-0.69519,0.32977,0.38851,0.90207,1.87994,-0.50758,2.64805,-3.49253,0.57349,0.21356,0.77837,0.58948,-0.03234,-6.19597,-2.48660,-3.79451
0.04907,1.73027,-0.62227,-0.66130,0.28980,0.39567,0.89746,1.96619,-0.52353,3.01841,-3.25862,0.34820,0.22551,0.77329,0.59100,-0.04339,-1.13911,5.70890,-0.64754
0.04199,1.73185,-0.61638,-0.62126,0.24609,0.39923,0.88790,2.03474,-0.58067,2.89912,-3.05371,0.02793,0.23853,0.76782,0.59218,-0.05375,-1.38075,6.13358,-3.35646
0.03539,1.73290,-0.61053,-0.58096,0.20256,0.39965,0.84539,2.08037,-0.61303,2.27003,-2.47044,0.13953,0.25118,0.76276,0.59248,-0.06388,-2.64641,3.50763,-2.85714
0.02835,1.73414,-0.60464,-0.56045,0.17371,0.40261,0.82229,2.03722,-0.58880,1.60771,-2.27865,0.35205,0.26144,0.75780,0.59332,-0.07320,-1.80526,0.28282,1.21925
0.02141,1.73500,-0.59875,-0.54354,0.14687,0.40514,0.72356,1.88994,-0.54082,1.07177,-1.61136,0.01960,0.26915,0.75457,0.59312,-0.07991,-4.89766,-9.88363,3.26537
0.01441,1.73612,-0.59300,-0.53197,0.13093,0.40441,0.57351,1.71473,-0.45139,0.80821,-0.84364,-0.23054,0.27472,0.75311,0.59162,-0.08560,-9.33376,-11.53453,6.80059
0.00748,1.73752,-0.58760,-0.52235,0.12366,0.39869,0.41320,1.54166,-0.33538,0.39950,-0.17330,-0.48452,0.27868,0.75290,0.58926,-0.09082,-12.06046,-12.18113,8.40267
0.00038,1.73916,-0.58215,-0.51758,0.12281,0.39348,0.27847,1.48251,-0.16831,0.17893,0.06998,-0.37064,0.28223,0.75319,0.58590,-0.09881,-10.03718,-5.18303,12.52232
