posX, posY, posZ, velX, velY, velZ, angVelX, angVelY, angVelZ, accX, accY, accZ, rotX, rotY, rotZ, rotW, angAccX, angAccY, angAccZ
-0.38644,1.07820,-0.38113,-0.18639,0.02402,-0.03646,-0.11908,0.46948,-0.04632,1.09318,-0.33885,0.80098,-0.47756,-0.85954,-0.04417,-0.17655,14.58524,-4.26779,-5.10372
-0.38806,1.07819,-0.38110,-0.17279,0.01987,-0.02787,-0.01525,0.39435,-0.08065,1.17627,-0.41048,0.87782,-0.47938,-0.85881,-0.04592,-0.17471,11.14525,-5.46850,-2.97998
-0.38915,1.07810,-0.38079,-0.15420,0.01581,-0.01676,0.00683,0.28854,-0.08410,1.30561,-0.12678,0.76440,-0.48012,-0.85827,-0.04680,-0.17514,2.31806,-6.63390,-1.78211
-0.39008,1.07821,-0.38048,-0.13655,0.01484,-0.00834,-0.03813,0.18916,-0.03428,1.33794,-0.09878,0.59856,-0.47886,-0.85862,-0.04639,-0.17694,-2.65792,-6.92231,3.35661
-0.38929,1.07806,-0.38014,-0.11779,0.01270,-0.00121,-0.06370,0.10652,-0.01804,1.23268,-0.12554,0.31764,-0.47821,-0.85851,-0.04683,-0.17913,-2.93597,-7.31432,2.86153
-0.38874,1.07807,-0.38001,-0.10123,0.01379,0.00262,-0.00816,0.06758,-0.04333,1.00797,0.31905,0.09173,-0.47886,-0.85804,-0.04807,-0.17931,2.51769,-3.45732,-1.66825
-0.38895,1.07834,-0.37996,-0.08921,0.01946,0.00382,0.02389,0.04877,0.00582,0.93780,0.46547,0.10830,-0.47834,-0.85833,-0.04875,-0.17909,3.59160,-1.24726,1.87143
-0.38992,1.07885,-0.37989,-0.07631,0.02500,0.00381,0.03984,0.03092,0.06086,0.90972,0.23926,-0.02406,-0.47746,-0.85886,-0.04936,-0.17875,0.78397,-1.55799,4.90177
-0.39099,1.07955,-0.37978,-0.06018,0.02722,0.00401,0.13371,0.02707,0.00650,0.90875,0.21358,-0.07949,-0.47839,-0.85852,-0.05144,-0.17728,4.17238,-0.75084,-2.44929
-0.39202,1.08060,-0.37951,-0.04636,0.03010,0.00617,0.24411,0.01835,-0.03841,1.15531,0.14589,0.39656,-0.48064,-0.85757,-0.05613,-0.17440,9.59726,0.40657,-4.14304
