posX, posY, posZ, velX, velY, velZ, angVelX, angVelY, angVelZ, accX, accY, accZ, rotX, rotY, rotZ, rotW, angAccX, angAccY, angAccZ
-0.50207,1.24002,-0.61488,-0.04038,0.02420,-0.17522,-0.59381,-0.22759,0.67864,0.39346,-0.48354,0.15629,0.22759,0.94336,0.13893,0.19743,-9.13261,-1.94878,3.00274
-0.50203,1.23999,-0.61675,-0.03094,0.01763,-0.16798,-0.55898,-0.19190,0.63451,0.83585,-0.48447,0.53098,0.22384,0.94444,0.13677,0.19806,0.34871,2.73519,-2.05080
-0.50132,1.23981,-0.61822,-0.01304,0.01026,-0.15615,-0.42850,-0.15512,0.53707,1.29415,-0.45227,0.76663,0.22275,0.94464,0.13738,0.19788,7.62462,2.59830,-5.65585
-0.50027,1.23970,-0.61964,0.00629,0.00565,-0.14531,-0.27563,-0.11825,0.42332,1.38256,-0.24138,0.66717,0.22309,0.94441,0.13922,0.19732,10.34430,2.13741,-7.53717
-0.49911,1.23971,-0.62111,0.02277,0.00410,-0.13756,-0.15241,-0.07634,0.33006,1.36796,-0.01497,0.59464,0.22372,0.94419,0.14112,0.19630,11.70506,3.75655,-8.22428
-0.49760,1.24001,-0.62260,0.04088,0.00722,-0.13195,-0.05001,-0.03717,0.24314,1.25664,0.46250,0.38390,0.22492,0.94386,0.14308,0.19509,8.42040,3.06443,-6.95197
-0.49601,1.24076,-0.62420,0.05632,0.01626,-0.12911,-0.04461,-0.04649,0.20807,1.12564,0.83868,0.31363,0.22436,0.94388,0.14321,0.19555,3.07349,0.71927,-3.53597
-0.49436,1.24213,-0.62587,0.06965,0.03258,-0.12804,-0.09313,-0.09919,0.20775,0.83583,1.52219,-0.01548,0.22233,0.94406,0.14214,0.19777,-3.87955,-4.04764,-0.64672
-0.49280,1.24419,-0.62758,0.07869,0.05601,-0.12756,-0.08460,-0.11610,0.20952,0.45459,1.84165,-0.07971,0.22063,0.94421,0.14235,0.19884,-1.17269,-1.99247,1.08180
-0.49133,1.24666,-0.62918,0.08489,0.07929,-0.12676,-0.02153,-0.08650,0.18036,0.58707,2.02081,-0.02414,0.22050,0.94413,0.14386,0.19823,4.00549,1.16236,-1.30006
