posX, posY, posZ, velX, velY, velZ, angVelX, angVelY, angVelZ, accX, accY, accZ, rotX, rotY, rotZ, rotW, angAccX, angAccY, angAccZ
0.43923,1.66561,-0.06333,-0.39521,0.78980,-1.26831,-2.62842,1.35022,1.99333,-3.85587,-4.74846,-0.25410,-0.56384,0.38132,0.42483,0.59682,1.42096,-25.90583,-2.31061
0.43085,1.67323,-0.08123,-0.44021,0.73100,-1.27181,-2.66242,1.03591,1.95555,-3.73566,-5.00334,-0.31712,-0.58003,0.38174,0.42551,0.58033,1.12559,-26.85020,1.11884
0.42049,1.67787,-0.09925,-0.50930,0.63392,-1.27688,-2.74648,0.63936,1.97308,-3.56041,-5.91772,-0.29700,-0.59919,0.37908,0.42359,0.56378,-0.52792,-23.96274,4.67231
0.41010,1.68194,-0.11715,-0.55978,0.54503,-1.27912,-2.92660,0.44178,2.03857,-3.39800,-6.73667,0.01576,-0.61897,0.37882,0.42263,0.54291,-10.59193,-14.55753,6.60229
0.39939,1.68447,-0.13480,-0.60326,0.45126,-1.27557,-3.07832,0.17666,2.12083,-2.73249,-6.78915,0.63213,-0.64021,0.37602,0.41978,0.52204,-8.91463,-17.33424,9.68710
0.38876,1.68516,-0.15139,-0.63756,0.34813,-1.25514,-3.05518,-0.26280,2.20820,-1.76618,-6.60818,2.25040,-0.66179,0.36750,0.41450,0.50515,-1.70095,-22.53496,9.19848
0.37872,1.68635,-0.16715,-0.65291,0.28023,-1.22461,-2.80158,-0.67633,2.27754,-0.89351,-5.35942,3.02984,-0.68048,0.35467,0.40993,0.49307,21.39320,-32.06017,12.52686
0.36854,1.68656,-0.18128,-0.66620,0.21295,-1.17340,-2.50844,-0.95667,2.33768,-0.39488,-4.56720,4.30049,-0.69709,0.34065,0.40659,0.48239,23.70921,-20.53281,9.58302
0.35880,1.68625,-0.19378,-0.67106,0.15409,-1.10556,-2.24305,-0.92150,2.34515,0.54316,-3.48005,4.92473,-0.70964,0.33031,0.40734,0.47052,23.96444,-3.60461,4.83585
0.34922,1.68573,-0.20503,-0.67238,0.10625,-1.03308,-2.46590,-0.42290,2.13713,0.10342,-2.84119,5.04222,-0.72031,0.33559,0.40938,0.44827,-11.86004,28.00495,-14.95193
