posX, posY, posZ, velX, velY, velZ, angVelX, angVelY, angVelZ, accX, accY, accZ, rotX, rotY, rotZ, rotW, angAccX, angAccY, angAccZ
0.20451,1.09880,0.31651,0.28575,0.84126,-0.02954,-1.80649,0.50553,0.01274,-0.39619,-1.68247,-2.58519,0.00954,0.09774,0.02160,0.99493,7.51034,-12.75601,-3.51231
0.20824,1.10922,0.31440,0.28089,0.82089,-0.05994,-1.70320,0.22858,-0.00873,-0.05274,-1.31516,-1.87570,-0.00005,0.09340,0.02036,0.99542,8.48838,-22.23266,-3.10917
0.21210,1.11991,0.31202,0.27946,0.80962,-0.08746,-1.63846,0.14932,0.22355,0.36043,-0.67459,-1.74956,-0.01056,0.09300,0.02602,0.99527,5.67459,-8.98396,12.86000
0.21638,1.13088,0.30943,0.28538,0.80713,-0.11260,-1.59081,0.24461,0.59573,0.88669,0.16637,-1.59420,-0.02154,0.09723,0.03725,0.99433,3.47838,7.02725,24.88619
0.22115,1.14242,0.30678,0.29824,0.81439,-0.13219,-1.56411,0.38005,0.88480,1.19545,1.13237,-1.61051,-0.03275,0.10330,0.04884,0.99291,2.98087,13.43648,25.34460
0.22664,1.15484,0.30345,0.32031,0.83435,-0.15844,-1.56814,0.44117,1.08054,1.23247,1.48949,-1.82480,-0.04468,0.10822,0.05976,0.99132,-0.92585,8.33422,14.42875
0.23238,1.16749,0.30016,0.34156,0.85378,-0.17830,-1.54980,0.37855,1.12567,1.51799,1.51477,-1.20342,-0.05582,0.10976,0.06753,0.99009,1.37131,-3.52901,4.46930
0.23814,1.18029,0.29712,0.35755,0.87016,-0.18838,-1.52372,0.31959,1.15805,1.67621,1.83109,-1.01324,-0.06657,0.11084,0.07525,0.98875,2.92338,-4.93565,3.08464
0.24519,1.19464,0.29341,0.39147,0.90921,-0.20765,-1.51723,0.17180,1.14729,2.13714,2.61231,-1.08810,-0.07771,0.10889,0.08177,0.98763,1.56872,-8.82390,-0.18544
0.25249,1.20949,0.28965,0.42253,0.94873,-0.22395,-1.53820,0.17338,1.23085,2.59379,2.92745,-1.05189,-0.08974,0.11016,0.09085,0.98568,-1.27917,-3.36901,3.48235
0.25984,1.22454,0.28589,0.44633,0.98045,-0.23563,-1.54532,0.27305,1.36541,2.54543,3.29243,-1.08273,-0.10155,0.11429,0.10233,0.98293,-1.71344,6.70082,9.76453
0.26855,1.24216,0.28125,0.48667,1.04785,-0.25972,-1.57159,0.55295,1.68770,2.04829,4.17236,-1.73800,-0.11414,0.12398,0.12060,0.97829,-2.60813,17.17730,16.62426
0.27707,1.26084,0.27562,0.51606,1.12057,-0.29684,-1.68479,0.75978,1.94172,1.55116,5.07468,-2.93121,-0.12918,0.13326,0.13845,0.97282,-6.67729,15.11739,15.99653
0.28549,1.28040,0.26893,0.53726,1.19139,-0.34332,-1.85779,0.90760,2.10503,1.46160,5.20020,-3.66247,-0.14647,0.14234,0.15496,0.96658,-12.31816,9.39424,11.36944
0.29387,1.30052,0.26144,0.55296,1.25266,-0.39052,-2.04440,1.11309,2.27302,1.33838,5.11743,-4.05973,-0.16512,0.15402,0.17273,0.95874,-15.33570,13.33525,12.07936
0.30258,1.32247,0.25209,0.57011,1.33005,-0.45813,-2.28290,1.37264,2.37151,0.44303,4.65144,-4.48506,-0.18587,0.16907,0.18972,0.94914,-18.38154,18.10901,8.22766
0.31088,1.34450,0.24235,0.57633,1.39156,-0.51736,-2.39367,1.37692,2.27581,-0.11415,4.17765,-4.49417,-0.20452,0.17904,0.20142,0.94103,-10.32271,1.68635,-3.92883
0.31877,1.36652,0.23212,0.57401,1.43685,-0.56971,-2.41811,1.19979,2.08310,-1.19668,3.31708,-4.55865,-0.22181,0.18431,0.20920,0.93438,-4.25722,-9.87294,-8.82518
0.32596,1.38944,0.22034,0.55946,1.48477,-0.63533,-2.29000,0.66351,1.73962,-0.63440,2.81900,-3.81166,-0.23631,0.17863,0.20999,0.93175,10.96919,-42.87017,-21.17673
0.33247,1.41247,0.20812,0.53705,1.52571,-0.69472,-2.27294,0.76389,1.79376,-1.17241,2.86163,-4.19527,-0.25147,0.18542,0.22135,0.92379,5.69026,-4.31774,-1.94108
0.33854,1.43536,0.19518,0.51268,1.55454,-0.75244,-2.36409,1.03781,1.95941,-2.26336,2.04011,-5.14434,-0.26882,0.19756,0.23679,0.91249,-8.23892,23.27425,9.77854
0.34333,1.45827,0.18002,0.47228,1.57873,-0.83565,-2.48067,1.27984,2.15093,-2.90863,1.15682,-5.39328,-0.28723,0.21027,0.25380,0.89937,-9.03124,16.95821,10.46149
0.34751,1.48076,0.16423,0.42940,1.58966,-0.91087,-2.59094,1.42530,2.27354,-3.41907,0.31631,-5.51448,-0.30604,0.22190,0.26964,0.88566,-7.95985,12.13540,8.99497
0.35144,1.50232,0.14840,0.38897,1.58795,-0.97276,-2.67346,1.55132,2.37430,-3.44706,-0.46489,-5.04096,-0.32454,0.23367,0.28562,0.87092,-8.71797,9.02353,7.68352
0.35448,1.52319,0.13162,0.34223,1.57548,-1.03654,-2.71846,1.70120,2.41709,-3.50005,-1.39573,-4.39934,-0.34172,0.24685,0.30105,0.85537,-6.07181,11.16420,3.52020
