posX, posY, posZ, velX, velY, velZ, angVelX, angVelY, angVelZ, accX, accY, accZ, rotX, rotY, rotZ, rotW, angAccX, angAccY, angAccZ
0.63985,1.43211,0.20675,0.33074,1.84548,-1.06137,-2.90590,0.00530,1.24059,-6.17894,-3.86667,-3.42757,-0.15815,0.37657,0.23157,0.88293,2.45409,-19.00761,-2.71969
0.63958,1.45558,0.18981,0.25389,1.79883,-1.09486,-2.76909,0.01146,1.36075,-5.98674,-4.22509,-2.21765,-0.17689,0.37876,0.23624,0.87718,9.08462,-1.63146,7.94207
0.63721,1.47731,0.17328,0.16216,1.73173,-1.11144,-2.45944,0.49414,1.76710,-5.35150,-4.89843,-0.33339,-0.19061,0.39072,0.25285,0.86433,9.05915,31.79967,24.76946
0.63482,1.49795,0.15753,0.08996,1.66225,-1.11257,-2.12747,0.74414,1.92098,-5.41231,-4.60592,0.31002,-0.20067,0.39945,0.26618,0.85400,23.63740,31.15330,9.52541
0.63178,1.51832,0.14213,0.02614,1.60212,-1.10588,-1.82899,0.87455,1.98097,-4.02997,-4.25719,0.69953,-0.20940,0.40609,0.27817,0.84491,18.85873,9.57678,1.49023
0.62764,1.53755,0.12736,-0.04409,1.54068,-1.09173,-1.48312,1.46184,2.24883,-4.15795,-4.05900,0.87005,-0.21385,0.42225,0.29885,0.82865,19.72420,36.55021,8.83412
0.62377,1.55608,0.11291,-0.09834,1.48790,-1.08172,-1.27547,1.82343,2.42241,-5.27378,-4.74724,0.79046,-0.21985,0.43675,0.31802,0.81227,13.70042,46.37241,15.65214
0.61801,1.57280,0.09880,-0.17162,1.41525,-1.06827,-1.01734,1.85208,2.42124,-5.08521,-4.45388,0.89896,-0.22379,0.44503,0.33394,0.80022,14.69341,8.33778,-0.53667
0.61130,1.58878,0.08476,-0.24819,1.34744,-1.05583,-0.81802,1.70589,2.38510,-4.80050,-4.15992,0.58744,-0.22876,0.44915,0.34786,0.79052,14.65637,-8.77997,-4.22372
0.60483,1.60469,0.07056,-0.30548,1.29664,-1.05052,-0.71138,1.63868,2.40439,-4.75183,-4.31380,0.23440,-0.23488,0.45408,0.36242,0.77929,10.91606,-5.36852,-0.53809
0.59700,1.61925,0.05628,-0.37228,1.23613,-1.04909,-0.65094,1.66453,2.50116,-4.62085,-4.25510,-0.10821,-0.24159,0.46005,0.37880,0.76583,6.51748,-0.00299,3.97132
0.58821,1.63308,0.04169,-0.43703,1.17572,-1.05076,-0.64435,1.72947,2.61674,-4.60981,-4.41343,-0.11554,-0.24920,0.46690,0.39581,0.75049,1.08714,6.46335,9.16664
0.57861,1.64640,0.02700,-0.49464,1.11619,-1.05269,-0.63820,1.70996,2.66759,-3.81381,-4.26780,-0.13392,-0.25693,0.47221,0.41140,0.73604,0.43297,0.13852,4.84093
0.56883,1.65917,0.01233,-0.54102,1.06202,-1.05377,-0.63626,1.66837,2.65327,-2.91047,-3.73280,-0.05110,-0.26423,0.47709,0.42543,0.72221,0.82998,-3.27571,0.36205
