posX, posY, posZ, velX, velY, velZ, angVelX, angVelY, angVelZ, accX, accY, accZ, rotX, rotY, rotZ, rotW, angAccX, angAccY, angAccZ
-0.02171,1.39006,-0.37442,-0.28890,0.66190,-0.16124,2.13090,-0.11275,0.42041,0.16699,0.61789,1.11385,-0.06001,-0.82903,-0.22186,-0.50978,47.68184,39.11080,5.34983
-0.02534,1.39941,-0.37629,-0.28197,0.66424,-0.15325,2.49604,0.15288,0.36079,0.68170,-0.19077,1.00184,-0.07308,-0.82683,-0.24318,-0.50186,39.16818,31.44906,2.66228
-0.02826,1.40830,-0.37856,-0.26457,0.65807,-0.15438,2.60610,0.24494,0.19717,1.47450,-0.45653,-0.31343,-0.08614,-0.82353,-0.25890,-0.49733,13.45028,11.41385,-8.87870
-0.03051,1.41759,-0.38126,-0.24031,0.65311,-0.17142,2.60806,0.40435,0.01199,1.90664,-0.38671,-2.37952,-0.09992,-0.82157,-0.27136,-0.49132,-1.76975,7.18156,-12.33501
-0.03244,1.42712,-0.38504,-0.21669,0.65166,-0.20636,2.80798,0.92788,-0.10926,1.89425,0.02573,-3.53447,-0.11873,-0.82330,-0.28770,-0.47466,10.99085,31.17622,-7.89248
-0.03412,1.43681,-0.38966,-0.19466,0.65569,-0.24449,2.84482,1.51434,-0.21828,1.88875,0.63468,-3.12484,-0.13788,-0.82794,-0.30043,-0.45304,13.33810,49.81295,-0.88735
-0.03569,1.44670,-0.39590,-0.17651,0.66678,-0.29318,2.64548,2.05455,-0.27281,0.73317,0.84477,-3.10858,-0.15384,-0.83535,-0.30719,-0.42914,-11.97911,42.91406,2.74321
-0.03801,1.45678,-0.40253,-0.17530,0.67785,-0.33848,2.27085,2.33643,-0.26396,-0.52221,0.59133,-1.80640,-0.16462,-0.84254,-0.30962,-0.40886,-18.97209,23.26163,6.39918
-0.04103,1.46678,-0.40869,-0.18594,0.68616,-0.36465,1.78933,2.28174,-0.23419,-0.99420,0.68535,-1.35897,-0.17021,-0.84787,-0.30854,-0.39618,-33.10724,-0.86422,6.27876
-0.04452,1.47682,-0.41459,-0.20120,0.69413,-0.37845,1.41775,2.19137,-0.16813,-1.54191,0.72223,-0.96165,-0.17416,-0.85268,-0.30783,-0.38450,-33.08152,-8.00070,8.28406
-0.04890,1.48718,-0.42006,-0.22738,0.70557,-0.38183,1.18351,2.13940,-0.01984,-2.11472,1.06887,-0.00410,-0.17633,-0.85754,-0.30924,-0.37136,-22.04171,-6.34796,11.14226
-0.05463,1.49785,-0.42449,-0.27067,0.71972,-0.36668,1.22243,2.14347,0.25929,-3.13578,0.67243,1.41206,-0.17754,-0.86130,-0.31789,-0.35438,3.93418,-0.17433,17.29420
-0.06075,1.50819,-0.42848,-0.30930,0.72516,-0.34726,1.25839,2.04453,0.46332,-3.22298,0.20850,2.06534,-0.17812,-0.86361,-0.32702,-0.33987,6.75136,-4.73073,16.62433
-0.06792,1.51831,-0.43149,-0.35618,0.72569,-0.31599,1.26094,1.81391,0.65712,-2.70330,-0.22113,2.01562,-0.17593,-0.86453,-0.33663,-0.32910,1.85923,-15.89571,11.56677
-0.07508,1.52801,-0.43417,-0.39345,0.71878,-0.28572,1.22439,1.56888,0.74801,-2.04192,-0.75730,1.95084,-0.17425,-0.86483,-0.34492,-0.32052,0.88387,-14.75117,6.58556
-0.08183,1.53751,-0.43709,-0.41468,0.71071,-0.26584,1.10650,1.33996,0.74110,-1.73068,-0.73873,1.59296,-0.17309,-0.86523,-0.35028,-0.31420,-6.95685,-18.55407,0.57670
-0.08916,1.54689,-0.43983,-0.44035,0.70275,-0.24804,1.02363,1.17790,0.74962,-1.92574,-0.42950,0.63269,-0.17166,-0.86564,-0.35577,-0.30763,-8.10582,-17.23781,-1.23242
-0.09692,1.55620,-0.44257,-0.46766,0.69502,-0.23481,1.00138,1.20225,0.78464,-1.52033,-0.51178,0.85993,-0.17135,-0.86706,-0.36179,-0.29658,-0.45174,2.22313,2.85781
