posX, posY, posZ, velX, velY, velZ, angVelX, angVelY, angVelZ, accX, accY, accZ, rotX, rotY, rotZ, rotW, angAccX, angAccY, angAccZ
0.06928,1.33837,-0.40529,-0.05170,-0.27736,-0.03085,-0.83948,-0.14796,0.25176,0.31163,0.17891,-1.38551,-0.01677,-0.90667,-0.08947,-0.41190,-17.56378,-5.62872,-3.87988
0.06851,1.33509,-0.40669,-0.05185,-0.26973,-0.04597,-0.88005,-0.02511,0.24615,-0.05947,0.84540,-1.32541,-0.01270,-0.90860,-0.08335,-0.40907,-5.39807,6.23899,-0.79641
0.06763,1.33235,-0.40834,-0.05402,-0.25483,-0.06054,-0.84712,0.14792,0.25997,-0.19802,1.21200,-0.84217,-0.00927,-0.91139,-0.07952,-0.40368,1.58193,13.33699,-0.51292
0.06670,1.32981,-0.40978,-0.05645,-0.24058,-0.06890,-0.82665,0.22507,0.28591,-0.22917,1.18938,-0.39544,-0.00509,-0.91333,-0.07583,-0.40006,2.58357,9.22507,1.05904
0.06576,1.32778,-0.41124,-0.05849,-0.22125,-0.07588,-0.85023,0.21297,0.35082,-0.03342,1.02779,-0.13828,0.00124,-0.91435,-0.07159,-0.39855,-0.21333,0.74407,3.19802
0.06494,1.32544,-0.41249,-0.05828,-0.21077,-0.07873,-0.89663,0.14340,0.40632,0.06031,0.78691,-0.23357,0.00829,-0.91450,-0.06650,-0.39901,-4.55960,-5.68928,5.04768
0.06419,1.32327,-0.41379,-0.05712,-0.20029,-0.08173,-0.89261,0.11084,0.43766,0.12468,0.61823,-0.33785,0.01434,-0.91479,-0.06252,-0.39881,-0.36135,-3.35261,3.57501
0.06367,1.32116,-0.41515,-0.05294,-0.19067,-0.08488,-0.84465,0.11858,0.43288,0.47046,0.61099,-0.23955,0.01877,-0.91544,-0.05948,-0.39760,2.24273,0.14816,0.50757
0.06348,1.31922,-0.41644,-0.04454,-0.18081,-0.08652,-0.74034,0.14084,0.37366,0.66369,0.73979,-0.14397,0.02048,-0.91618,-0.05776,-0.39606,5.88712,1.14184,-3.51814
0.06344,1.31773,-0.41762,-0.03569,-0.16639,-0.08623,-0.55194,0.22530,0.29684,0.42250,1.05278,-0.01065,0.01968,-0.91762,-0.05889,-0.39257,10.99876,4.43085,-5.56334
