posX, posY, posZ, velX, velY, velZ, angVelX, angVelY, angVelZ, accX, accY, accZ, rotX, rotY, rotZ, rotW, angAccX, angAccY, angAccZ
-0.16785,1.41151,-0.62321,-0.46126,0.15742,-0.04875,0.68191,1.18748,-0.42770,2.00787,1.10694,1.79539,-0.33383,-0.90730,-0.22407,-0.12313,-3.66434,-8.73819,2.55845
-0.17298,1.41474,-0.62259,-0.43835,0.17595,-0.02578,0.49851,0.95116,-0.25024,1.52648,1.63435,1.71255,-0.33222,-0.90827,-0.22345,-0.12143,-12.05182,-16.30902,11.12221
-0.17808,1.41893,-0.62146,-0.41982,0.20737,0.00203,0.41091,0.76054,-0.01324,0.83689,2.45079,1.51140,-0.32809,-0.90983,-0.22451,-0.11904,-8.75065,-14.37662,15.08918
-0.18345,1.42340,-0.62028,-0.41066,0.23565,0.02328,0.46716,0.70853,0.15602,0.69548,2.38396,1.68254,-0.32523,-0.91077,-0.22792,-0.11308,4.41465,-5.93652,14.28494
-0.18861,1.42843,-0.61879,-0.40023,0.26625,0.04437,0.48633,0.63598,0.35370,0.84489,1.88867,1.43689,-0.32016,-0.91234,-0.23137,-0.10770,4.46534,-5.26706,14.03808
-0.19338,1.43363,-0.61728,-0.38479,0.29282,0.06220,0.44863,0.54027,0.50653,1.00927,1.37806,0.97943,-0.31458,-0.91412,-0.23378,-0.10383,-1.72513,-6.39125,10.38919
-0.19819,1.43842,-0.61602,-0.37447,0.30562,0.07045,0.39501,0.48040,0.57674,1.01881,1.09741,0.81634,-0.31014,-0.91567,-0.23521,-0.10019,-2.88437,-5.77777,7.74453
-0.20261,1.44359,-0.61457,-0.35984,0.32150,0.07970,0.30161,0.37992,0.65421,0.76784,0.94062,0.39800,-0.30439,-0.91765,-0.23576,-0.09842,-7.06694,-7.68610,5.68053
-0.20712,1.44864,-0.61321,-0.35029,0.33179,0.08554,0.32927,0.35818,0.64818,0.71048,0.88384,0.30569,-0.30111,-0.91849,-0.23823,-0.09468,-0.69244,-3.41659,1.44313
-0.21142,1.45394,-0.61181,-0.33944,0.34402,0.09066,0.43773,0.37196,0.61375,0.74540,1.01235,0.26105,-0.29912,-0.91849,-0.24268,-0.08951,5.70129,0.45567,-2.05838
-0.21551,1.45946,-0.61025,-0.32807,0.35684,0.09677,0.61455,0.41206,0.54718,0.91638,0.82079,0.46252,-0.29871,-0.91747,-0.24930,-0.08291,12.23713,3.72652,-4.23580
-0.21931,1.46506,-0.60873,-0.31384,0.36808,0.10122,0.76095,0.41106,0.46818,1.12021,0.79347,0.24370,-0.29885,-0.91594,-0.25647,-0.07728,11.15697,1.17484,-5.96910
-0.22292,1.47071,-0.60734,-0.30025,0.37741,0.10236,0.88161,0.44251,0.36788,1.10773,0.73179,-0.04756,-0.30033,-0.91397,-0.26349,-0.07100,9.96506,1.09022,-6.90322
-0.22589,1.47663,-0.60617,-0.27920,0.38910,0.09922,1.03999,0.53490,0.16667,1.38236,0.74344,-0.31015,-0.30586,-0.91040,-0.27136,-0.06318,9.36264,5.57696,-11.68477
-0.22854,1.48272,-0.60499,-0.25594,0.40216,0.09839,1.23409,0.66865,-0.10118,1.48065,0.83191,0.29010,-0.31488,-0.90524,-0.28016,-0.05388,11.36129,10.44781,-16.22450
-0.23115,1.48896,-0.60336,-0.23778,0.41441,0.10489,1.34242,0.67958,-0.28445,1.39997,0.95450,0.86360,-0.32246,-0.90023,-0.28875,-0.04720,8.99552,4.87412,-15.48725
-0.23381,1.49544,-0.60133,-0.22533,0.42802,0.11646,1.36067,0.57990,-0.37281,0.82969,0.88689,1.02979,-0.32772,-0.89590,-0.29674,-0.04360,3.14423,-4.61916,-9.02853
-0.23654,1.50204,-0.59923,-0.21628,0.44078,0.12686,1.28521,0.41182,-0.39709,0.65477,1.00200,0.69703,-0.33086,-0.89256,-0.30335,-0.04295,-4.92555,-11.88572,-2.83576
-0.23934,1.50860,-0.59722,-0.21174,0.44876,0.13215,1.25762,0.34431,-0.41711,0.40061,1.09042,0.54113,-0.33450,-0.88898,-0.31012,-0.04059,-6.85151,-11.69755,-2.25514
-0.24219,1.51595,-0.59480,-0.20845,0.46849,0.14385,1.32047,0.33790,-0.49873,-0.15030,0.97311,0.30259,-0.34032,-0.88395,-0.31852,-0.03691,2.89816,-0.54761,-4.17924
-0.24532,1.52312,-0.59275,-0.21008,0.48144,0.14760,1.43041,0.47013,-0.59574,-0.31945,1.04503,0.11679,-0.34819,-0.87802,-0.32709,-0.02919,6.62068,7.78258,-5.78078
-0.24867,1.53047,-0.59065,-0.21550,0.49386,0.15059,1.57522,0.65387,-0.67159,-0.62194,1.13294,0.29688,-0.35693,-0.87126,-0.33638,-0.01861,11.99100,13.85215,-6.67300
-0.25270,1.53832,-0.58843,-0.23016,0.51293,0.15611,1.66515,0.81801,-0.67062,-0.83667,1.21808,0.61396,-0.36433,-0.86502,-0.34489,-0.00697,8.37427,12.49359,-1.02264
-0.25696,1.54638,-0.58612,-0.24547,0.53103,0.16187,1.57410,0.82402,-0.57429,-0.91431,1.23599,0.62663,-0.36800,-0.86121,-0.35057,0.00078,-2.74757,2.45286,5.51385
-0.26128,1.55467,-0.58363,-0.25902,0.54704,0.16770,1.41343,0.76583,-0.45316,-1.12870,1.35318,0.59565,-0.36969,-0.85886,-0.35447,0.00634,-11.99851,-4.38601,10.35715
-0.26541,1.56331,-0.58025,-0.27274,0.56513,0.17806,1.29262,0.75106,-0.33318,-1.11662,1.43910,0.68513,-0.37084,-0.85681,-0.35803,0.01292,-10.28894,-3.53392,10.02329
-0.26962,1.57233,-0.57629,-0.28537,0.58584,0.19551,1.30488,0.81739,-0.25483,-0.80378,1.46834,1.19165,-0.37312,-0.85336,-0.36338,0.02247,-1.07237,2.52654,5.68838
-0.27391,1.58136,-0.57229,-0.29261,0.60105,0.21430,1.38730,0.86000,-0.22060,-0.47514,1.20292,1.79969,-0.37599,-0.84864,-0.37066,0.03244,6.81953,5.17761,3.54151
-0.27826,1.59063,-0.56760,-0.29806,0.61627,0.24022,1.44731,0.83919,-0.20060,-0.25874,1.02156,1.92090,-0.37840,-0.84376,-0.37843,0.04094,5.02961,-0.95175,1.54666
-0.28254,1.60009,-0.56227,-0.30122,0.63157,0.27112,1.52326,0.81471,-0.21462,-0.23138,0.87087,1.84626,-0.38139,-0.83809,-0.38693,0.04920,4.46213,-1.30007,-1.53256
