posX, posY, posZ, velX, velY, velZ, angVelX, angVelY, angVelZ, accX, accY, accZ, rotX, rotY, rotZ, rotW, angAccX, angAccY, angAccZ
0.20435,1.18783,-0.44430,-0.01816,0.15646,-0.14281,0.41299,0.07434,0.04160,-1.07725,0.53822,-0.10443,0.10585,0.87850,-0.00232,0.46586,9.58355,5.39912,-0.69314
0.20313,1.19051,-0.44640,-0.03493,0.16599,-0.14393,0.54980,0.15743,0.02170,-1.10416,0.66788,0.04178,0.10945,0.87990,0.00346,0.46236,9.33613,5.55206,-1.19242
0.20186,1.19320,-0.44848,-0.04933,0.17425,-0.14437,0.59650,0.17069,0.01290,-1.07893,0.66156,0.06351,0.11201,0.88056,0.00788,0.46043,4.60735,2.42988,-0.78753
0.20058,1.19596,-0.45054,-0.05979,0.18089,-0.14443,0.64037,0.16875,0.00507,-1.13893,0.68492,-0.05830,0.11471,0.88101,0.01254,0.45881,2.77005,-0.25777,-0.48268
0.19869,1.19910,-0.45272,-0.07761,0.19218,-0.14634,0.69437,0.16375,-0.02433,-1.14707,0.82800,-0.16609,0.11835,0.88128,0.01746,0.45719,4.30449,-0.01620,-1.43408
0.19642,1.20275,-0.45527,-0.09922,0.21091,-0.15353,0.73206,0.16336,-0.06669,-1.47200,1.35316,-0.51513,0.12241,0.88151,0.02192,0.45550,2.41264,0.15364,-2.60634
0.19372,1.20683,-0.45801,-0.12273,0.23211,-0.16282,0.72633,0.14126,-0.08009,-1.91702,1.82845,-0.80351,0.12545,0.88150,0.02580,0.45448,-0.11627,-1.53954,-1.28530
0.19072,1.21119,-0.46103,-0.14644,0.25398,-0.17376,0.72087,0.09985,-0.12749,-2.30962,1.76047,-0.94178,0.12939,0.88102,0.02927,0.45409,-0.22881,-1.41270,-0.49017
0.18629,1.21617,-0.46435,-0.18967,0.28359,-0.18652,0.93100,0.04253,-0.11510,-2.04870,2.61630,-1.78954,0.13512,0.87994,0.03896,0.45379,13.46715,-14.52726,-5.00041
0.18273,1.22201,-0.46828,-0.20666,0.31818,-0.20736,1.00155,0.18613,-0.06930,-1.28775,2.83092,-1.15322,0.13863,0.88178,0.04613,0.44846,5.60354,20.82051,6.82634
0.17875,1.22860,-0.47223,-0.22644,0.35560,-0.22371,1.24192,0.19119,-0.13061,-2.01519,2.33215,-1.37360,0.14710,0.88134,0.05738,0.44531,13.35194,-3.44916,-2.50829
0.17408,1.23548,-0.47627,-0.25296,0.39039,-0.23729,1.65763,0.27611,-0.26855,-1.71860,2.63954,-0.95061,0.16120,0.88093,0.07328,0.43887,27.10996,5.84940,-7.77137
