posX, posY, posZ, velX, velY, velZ, angVelX, angVelY, angVelZ, accX, accY, accZ, rotX, rotY, rotZ, rotW, angAccX, angAccY, angAccZ
0.15733,1.19834,-0.53570,-0.29363,0.29373,-0.07668,1.09300,0.45081,-0.22800,-0.25674,0.39810,0.52511,0.17418,0.90992,-0.02963,0.37527,8.40832,2.55495,-5.06523
0.15314,1.20255,-0.53642,-0.29719,0.29823,-0.07016,1.15269,0.43635,-0.26690,-0.33063,0.35764,0.50799,0.18042,0.91065,-0.02242,0.37103,4.16440,-0.46702,-3.00024
0.14891,1.20693,-0.53711,-0.30038,0.30387,-0.06458,1.19986,0.42483,-0.31897,-0.24901,0.50166,0.36437,0.18727,0.91115,-0.01550,0.36675,3.63428,-0.86042,-3.86201
0.14479,1.21126,-0.53811,-0.30332,0.31244,-0.06219,1.16438,0.36990,-0.35599,-0.32290,0.69468,0.21076,0.19312,0.91100,-0.01047,0.36424,-0.08935,-1.95680,-3.07022
0.14039,1.21571,-0.53947,-0.30945,0.32051,-0.06550,1.05240,0.30029,-0.37053,-0.70689,0.65377,-0.55020,0.19742,0.91056,-0.00764,0.36311,-8.40491,-5.75826,-0.44640
0.13543,1.22058,-0.54125,-0.32145,0.33099,-0.07580,1.03907,0.33271,-0.44093,-1.15217,0.77564,-1.09801,0.20429,0.91077,-0.00385,0.35882,-4.22809,0.14021,-3.72532
0.13008,1.22566,-0.54339,-0.33808,0.34360,-0.08880,1.13766,0.43481,-0.57640,-1.42334,0.97239,-0.94755,0.21481,0.91127,0.00181,0.35133,5.07026,7.76933,-7.77710
0.12443,1.23102,-0.54543,-0.35437,0.35627,-0.09753,1.27040,0.50251,-0.71978,-1.53677,1.15118,-0.47192,0.22724,0.91114,0.00884,0.34368,10.22017,7.36670,-11.47352
0.11772,1.23636,-0.54664,-0.38168,0.36418,-0.09343,1.37477,0.31575,-1.11405,-2.40835,0.87340,0.18723,0.24833,0.90573,0.01420,0.34320,11.23367,-8.39534,-19.41397
0.11082,1.24342,-0.54837,-0.40789,0.39948,-0.09686,1.70958,0.51837,-1.08168,-0.93715,2.95521,-0.40998,0.26169,0.90650,0.02875,0.33008,21.54161,11.50760,-2.09395
0.10428,1.25140,-0.55038,-0.42338,0.43982,-0.10368,1.79526,0.55109,-1.08319,-1.52719,3.19001,-0.10132,0.27368,0.90548,0.03845,0.32207,8.71072,6.58751,-2.08427
0.09674,1.25988,-0.55210,-0.44896,0.47669,-0.10625,1.85638,0.54355,-1.03801,-2.66472,3.20530,-0.28096,0.28392,0.90425,0.04876,0.31519,4.01484,-3.53277,4.79303
0.08767,1.26991,-0.55387,-0.49391,0.53197,-0.10772,2.05050,0.65346,-0.99797,-2.95450,3.89163,-0.01153,0.29560,0.90371,0.06256,0.30333,11.23344,4.67673,2.36581
0.07860,1.28040,-0.55528,-0.52800,0.58056,-0.10389,2.19355,0.70878,-0.93289,-2.80119,4.42546,0.79152,0.30608,0.90279,0.07671,0.29223,14.56737,5.84474,4.00592
0.06868,1.29282,-0.55588,-0.56664,0.64529,-0.09065,2.31054,0.71938,-0.78956,-2.66434,5.03707,1.26604,0.31351,0.90206,0.09221,0.28196,8.52745,-1.19361,8.58075
0.05813,1.30735,-0.55539,-0.60724,0.72704,-0.06484,2.42183,0.70429,-0.55075,-2.40999,5.24787,2.03236,0.31726,0.90189,0.10981,0.27182,8.78565,-2.89279,12.90114
0.04779,1.32150,-0.55469,-0.63602,0.78644,-0.04142,2.42627,0.64361,-0.32043,-2.37506,4.75107,2.08149,0.31865,0.90172,0.12559,0.26382,3.73204,-6.99063,17.04748
0.03666,1.33668,-0.55353,-0.67233,0.85246,-0.01442,2.34994,0.59657,-0.04772,-2.33386,3.58943,1.43782,0.31632,0.90262,0.13970,0.25634,-4.33872,-7.22592,17.00046
0.02525,1.35148,-0.55265,-0.70828,0.90554,0.00647,2.23447,0.64240,0.12377,-2.08107,2.49895,0.91515,0.31534,0.90381,0.15093,0.24679,-6.13500,0.74681,10.22217
0.01408,1.36549,-0.55212,-0.73097,0.93162,0.01595,2.18069,0.73671,0.17809,-2.07497,1.97113,0.56150,0.31725,0.90433,0.16176,0.23532,-6.15450,4.32561,7.84326
0.00245,1.37939,-0.55162,-0.75685,0.95508,0.02499,2.22661,0.92605,0.17510,-1.99825,1.47609,0.50511,0.32155,0.90459,0.17349,0.21958,1.17137,11.55985,2.98536
-0.00935,1.39302,-0.55109,-0.77992,0.97129,0.03512,2.38716,1.20631,0.08715,-1.71784,1.10769,0.80210,0.32982,0.90378,0.18676,0.19879,8.43574,18.81344,-2.27330
-0.02128,1.40674,-0.55000,-0.79931,0.98322,0.05073,2.56299,1.46774,-0.01618,-1.28129,0.69810,1.62084,0.33959,0.90186,0.20072,0.17620,14.71271,22.12569,-6.20258
-0.03334,1.42035,-0.54807,-0.81620,0.98885,0.07244,2.55240,1.60605,-0.04782,-1.02777,0.23499,2.05727,0.34636,0.90043,0.21125,0.15695,2.52358,13.42395,-1.81586
-0.04535,1.43377,-0.54575,-0.82765,0.98918,0.09547,2.46808,1.65109,-0.05062,-0.95099,-0.06256,2.15986,0.35153,0.89901,0.22028,0.14029,-5.83344,4.80935,1.58589
-0.05755,1.44692,-0.54257,-0.83933,0.98512,0.12620,2.39853,1.72786,-0.06201,-0.86644,-0.38374,2.24304,0.35703,0.89739,0.22850,0.12250,-6.30414,3.98380,1.09362
