posX, posY, posZ, velX, velY, velZ, angVelX, angVelY, angVelZ, accX, accY, accZ, rotX, rotY, rotZ, rotW, angAccX, angAccY, angAccZ
-0.20122,1.63081,-0.49299,-0.79713,0.57646,0.69437,1.41234,2.12088,-0.10163,2.80430,-2.29123,1.03306,0.42256,0.83013,0.34774,-0.10677,-2.12388,0.96763,-0.12419
-0.20967,1.63640,-0.48296,-0.75898,0.54524,0.70262,1.15112,1.91521,-0.01350,3.19342,-2.46631,0.60522,0.42292,0.83006,0.34506,-0.11435,-13.85971,-11.23256,5.92293
-0.21716,1.64145,-0.47325,-0.71450,0.51242,0.70453,0.72341,1.57519,0.08530,3.38585,-2.31321,0.09405,0.42095,0.83383,0.33846,-0.11391,-27.99425,-23.51743,10.66069
-0.22390,1.64643,-0.46355,-0.66835,0.48395,0.70514,0.51920,1.42351,0.03817,2.45644,-1.18261,-0.33882,0.42367,0.83371,0.33422,-0.11714,-24.27413,-19.94568,1.67863
-0.23042,1.65163,-0.45383,-0.62680,0.46503,0.70820,0.81945,1.75306,-0.18333,2.52858,-0.56208,0.17126,0.43545,0.82313,0.33728,-0.13815,10.76914,15.83980,-12.95020
-0.23646,1.65703,-0.44356,-0.58670,0.45238,0.71821,1.31205,2.21473,-0.48795,2.93954,-0.92291,1.09478,0.45194,0.80549,0.34490,-0.16729,34.55424,36.00214,-24.77157
-0.24204,1.66252,-0.43266,-0.54907,0.44244,0.73381,1.59179,2.45117,-0.65370,3.25067,-0.92561,1.50205,0.46457,0.79021,0.35069,-0.19174,24.54077,24.70973,-17.37557
-0.24692,1.66804,-0.42133,-0.50719,0.43469,0.75261,1.46595,2.28651,-0.56893,3.05856,-0.79916,1.43256,0.46864,0.78460,0.35121,-0.20357,-2.64461,-5.42400,1.97051
-0.25205,1.67372,-0.41016,-0.47793,0.43026,0.76490,1.15189,1.95646,-0.36386,2.58605,-0.37349,1.01962,0.46760,0.78542,0.34817,-0.20797,-20.71768,-25.02209,15.72285
-0.25651,1.67948,-0.39882,-0.44613,0.42772,0.77643,0.85949,1.65079,-0.13722,1.85149,0.14821,0.63677,0.46441,0.78828,0.34415,-0.21096,-23.37533,-27.25831,18.99857
-0.26087,1.68525,-0.38751,-0.41820,0.42575,0.78588,0.78238,1.56576,-0.00466,1.67622,0.03734,0.63139,0.46350,0.78711,0.34214,-0.22038,-7.85967,-10.42861,12.29050
-0.26513,1.69092,-0.37604,-0.39494,0.42262,0.79544,0.87511,1.64429,0.01061,1.70983,-0.10836,0.90453,0.46580,0.78124,0.34253,-0.23530,3.10481,1.43917,4.42778
-0.26815,1.69596,-0.36372,-0.35873,0.41099,0.81570,1.17967,1.88650,-0.08299,2.25991,-1.00314,1.24649,0.47133,0.76890,0.34692,-0.25748,17.31436,14.86015,-6.82643
-0.27098,1.70065,-0.35146,-0.32572,0.39569,0.83078,1.31802,1.98163,-0.16284,2.78012,-1.31767,1.17514,0.47630,0.75834,0.34986,-0.27506,11.70406,9.78876,-6.29437
-0.27304,1.70500,-0.33883,-0.28857,0.37883,0.84818,1.41476,1.99697,-0.24658,2.73389,-1.27841,1.41215,0.48106,0.74789,0.35343,-0.29039,6.31635,2.74694,-7.40467
-0.27463,1.70915,-0.32587,-0.25235,0.36266,0.86651,1.48053,1.94541,-0.27113,2.78109,-1.12776,1.25546,0.48386,0.73864,0.35737,-0.30425,5.31738,-2.11093,-4.34855
-0.27595,1.71337,-0.31272,-0.21883,0.35048,0.88353,1.44249,1.76207,-0.17742,2.50533,-0.91022,1.27057,0.48283,0.73364,0.36030,-0.31438,-0.74075,-10.27197,2.68327
-0.27698,1.71762,-0.29936,-0.18834,0.34117,0.89994,1.38345,1.51606,-0.01249,2.06539,-0.57713,1.13496,0.47841,0.73158,0.36326,-0.32243,-4.24640,-20.04365,10.79075
-0.27780,1.72167,-0.28588,-0.16034,0.33116,0.91549,1.42871,1.33560,0.10646,1.82775,-0.56882,1.19722,0.47348,0.72789,0.36832,-0.33216,1.47564,-15.84025,8.26218
-0.27838,1.72542,-0.27213,-0.13449,0.31870,0.93162,1.60512,1.25189,0.15777,1.75960,-1.02394,1.00005,0.46879,0.72082,0.37624,-0.34511,11.01746,-8.31898,2.50824
-0.27877,1.72876,-0.25869,-0.11239,0.30300,0.93907,1.71718,1.18693,0.18714,1.98291,-1.75474,0.31312,0.46456,0.71366,0.38348,-0.35752,13.06036,-4.03318,0.56418
-0.27824,1.73085,-0.24595,-0.08116,0.27247,0.93558,1.74483,1.08963,0.19226,1.96297,-2.22982,-0.56435,0.46076,0.70751,0.39001,-0.36746,2.65439,-7.79559,0.70469
-0.27716,1.73197,-0.23398,-0.04761,0.23302,0.92171,1.79452,1.11226,0.08648,2.02254,-2.65674,-0.99518,0.46054,0.69794,0.39656,-0.37884,1.82872,1.12826,-5.54642
-0.27579,1.73257,-0.22219,-0.01647,0.19374,0.90701,1.85261,1.19727,-0.05371,2.35279,-2.89097,-1.06618,0.46211,0.68624,0.40299,-0.39133,3.19217,6.45784,-8.11020
-0.27382,1.73250,-0.21086,0.01841,0.15241,0.88962,1.94051,1.33871,-0.27418,2.53682,-2.95347,-1.34107,0.46652,0.67099,0.41040,-0.40460,5.11734,10.47716,-13.75248
-0.27124,1.73191,-0.20008,0.05512,0.11202,0.86758,2.02180,1.53526,-0.51717,2.67574,-2.79900,-1.68996,0.47320,0.65300,0.41737,-0.41889,4.62070,15.92616,-15.86162
-0.26805,1.73100,-0.18971,0.09146,0.07539,0.84260,2.06135,1.68481,-0.71242,2.78569,-2.66715,-1.94560,0.47993,0.63496,0.42374,-0.43236,3.32474,15.40396,-13.93537
-0.26434,1.72981,-0.17978,0.12743,0.04241,0.81600,2.01009,1.63641,-0.81905,2.86289,-2.29577,-1.95430,0.48434,0.62092,0.43030,-0.44126,-2.62091,2.32929,-8.97932
-0.26054,1.72879,-0.16967,0.15682,0.01896,0.79789,1.91017,1.40414,-0.83276,2.63740,-1.95139,-1.30761,0.48532,0.61166,0.43781,-0.44572,-8.10390,-11.31869,-5.27519
-0.25604,1.72734,-0.15960,0.19056,-0.00579,0.78283,1.77835,0.90756,-0.76297,1.96567,-1.26199,-0.88206,0.48088,0.60918,0.44828,-0.44351,-10.64232,-31.35955,1.04136
-0.25157,1.72612,-0.14956,0.21729,-0.02246,0.77019,1.73413,0.55441,-0.70776,1.73634,-0.96382,-0.86783,0.47597,0.60501,0.45925,-0.44330,-5.89420,-28.03368,1.04107
-0.24690,1.72496,-0.13965,0.24122,-0.03481,0.75840,1.77149,0.36210,-0.70583,2.00743,-0.90957,-1.03453,0.47190,0.59768,0.47082,-0.44544,-0.28960,-19.86569,-0.29134
-0.24133,1.72345,-0.13038,0.27292,-0.04950,0.73981,1.83477,0.22856,-0.76002,2.29017,-0.99107,-1.49349,0.46860,0.58845,0.48353,-0.44759,3.68014,-11.43538,-4.58542
-0.23499,1.72172,-0.12169,0.30931,-0.06436,0.71671,1.97686,0.26255,-0.88759,2.59598,-0.95144,-1.65394,0.46767,0.57398,0.49685,-0.45275,7.79372,-0.27497,-7.94987
-0.22766,1.71947,-0.11379,0.35326,-0.08410,0.68685,2.17931,0.32078,-1.04609,3.00193,-1.53612,-2.20511,0.46676,0.55624,0.51200,-0.45890,14.60368,5.78594,-9.62515
-0.22034,1.71710,-0.10607,0.38796,-0.10146,0.65980,2.21243,0.22077,-1.14627,3.28305,-1.71042,-2.61876,0.46481,0.54311,0.52644,-0.46027,6.80830,-1.05899,-9.48520
-0.21195,1.71421,-0.09957,0.43057,-0.12261,0.62135,2.07329,-0.08106,-1.22876,3.28464,-1.83575,-3.23186,0.46172,0.53623,0.54122,-0.45426,-7.64196,-16.72070,-9.32402
-0.20201,1.71055,-0.09506,0.48851,-0.15118,0.56045,1.71886,-0.55210,-1.35272,3.32256,-1.55777,-3.58317,0.45947,0.53605,0.55566,-0.43906,-22.05253,-23.77234,-10.44257
-0.19206,1.70692,-0.09053,0.53604,-0.17418,0.51118,1.47600,-0.82613,-1.48980,3.41645,-1.59802,-3.33481,0.45861,0.53279,0.56957,-0.42592,-20.74142,-19.10749,-11.74275
